,RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden
8399,Bad,68,7,-7,0,76,42
8400,Bad,83,9,72,0,10,33
8401,Bad,62,10,12,0,45,72
8402,Good,61,3,3,0,24,71
8403,Bad,57,9,16,0,66,70
8404,Bad,56,12,-7,0,-8,64
8405,Bad,60,17,-7,0,-8,88
8406,Bad,59,2,10,0,31,40
8407,Bad,67,4,65,0,3,67
8408,Bad,61,1,13,0,31,79
8409,Good,78,3,14,0,7,38
8410,Good,60,8,2,0,35,82
8411,Bad,83,8,-7,0,9,-8
8412,Bad,70,10,52,0,77,-8
8413,Bad,54,11,3,0,86,88
8414,Good,61,28,9,0,42,28
8415,Bad,76,6,11,0,3,64
8416,Bad,79,12,21,0,3,50
8417,Good,78,11,-7,0,33,85
8418,Bad,54,10,1,0,91,-8
8419,Bad,58,6,-7,0,37,100
8420,Bad,68,19,2,0,5,48
8421,Bad,57,3,-8,0,89,36
8422,Bad,65,6,38,0,18,88
8423,Bad,75,9,11,0,59,78
8424,Bad,55,4,2,0,43,83
8425,Good,70,32,17,0,5,-8
8426,Bad,-9,-9,-9,-9,-9,-9
8427,Bad,77,17,-7,0,22,67
8428,Bad,62,2,41,0,3,-8
8429,Good,81,8,-7,0,0,76
8430,Bad,62,9,50,0,84,89
8431,Bad,59,18,10,0,82,48
8432,Good,64,6,40,0,53,69
8433,Bad,70,9,11,0,39,-8
8434,Good,71,6,-8,0,22,100
8435,Good,57,6,4,0,21,-8
8436,Good,60,1,5,0,30,96
8437,Good,84,13,-7,0,1,-8
8438,Bad,65,2,-7,0,72,100
8439,Bad,62,2,5,0,3,-8
8440,Bad,52,7,3,0,69,44
8441,Bad,62,8,40,0,65,79
8442,Good,62,13,5,0,75,-8
8443,Bad,76,2,-7,0,4,60
8444,Bad,77,2,-7,0,66,41
8445,Bad,54,30,3,0,108,-8
8446,Good,72,2,-7,0,15,50
8447,Bad,64,3,11,0,71,52
8448,Good,78,2,-7,0,30,-8
8449,Good,75,3,10,0,2,28
8450,Bad,64,1,35,0,24,67
8451,Bad,57,9,2,0,75,88
8452,Bad,63,1,40,0,69,97
8453,Good,60,2,0,0,57,96
8454,Bad,75,8,-7,0,49,72
8455,Bad,80,4,-7,0,57,86
8456,Bad,54,7,7,0,65,70
8457,Good,85,11,-7,-7,0,-8
8458,Good,77,3,-7,-7,22,62
8459,Good,83,5,-7,-7,18,-8
8460,Bad,66,6,-7,-7,60,70
8461,Good,90,2,-7,-7,0,-8
8462,Bad,74,50,31,-7,-8,-8
8463,Bad,61,3,-7,-7,89,96
8464,Good,69,9,-7,-7,43,50
8465,Bad,69,17,-7,-7,118,-8
8466,Good,69,8,28,-7,8,33
8467,Bad,67,4,-7,-7,28,95
8468,Bad,56,11,1,-7,94,47
8469,Bad,67,1,13,-7,60,55
8470,Good,54,9,1,-7,99,-8
8471,Good,72,13,-7,-7,50,-8
8472,Bad,56,2,1,-7,0,56
8473,Bad,70,11,20,-7,48,100
8474,Bad,67,4,-7,-7,10,89
8475,Bad,68,4,-7,-7,45,-8
8476,Good,88,4,-7,-7,4,-8
8477,Good,75,4,-7,-7,100,57
8478,Bad,61,4,-7,-7,62,79
8479,Bad,85,16,58,-7,3,-8
8480,Good,83,4,-7,-7,30,-8
8481,Bad,57,4,32,-7,97,84
8482,Good,69,178,37,-7,98,-8
8483,Bad,65,2,-7,-7,54,88
8484,Bad,62,14,29,-7,28,-8
8485,Good,78,9,-7,-7,35,80
8486,Bad,63,13,8,-7,48,81
8487,Bad,60,2,30,-7,46,97
8488,Good,70,7,29,-7,54,83
8489,Bad,86,4,-7,-7,9,51
8490,Bad,61,3,14,-7,74,-8
8491,Bad,74,3,33,-7,34,78
8492,Bad,74,2,30,-7,12,91
8493,Bad,83,33,-7,-7,-8,-8
8494,Bad,72,4,-7,-7,22,41
8495,Bad,70,11,-7,-7,3,47
8496,Bad,57,6,2,-7,91,29
8497,Bad,63,2,1,-7,12,87
8498,Good,71,20,9,-7,21,-8
8499,Bad,76,6,32,-7,4,-8
8500,Good,81,4,79,-7,2,-8
8501,Good,79,7,27,-7,27,49
8502,Bad,67,30,1,-7,73,42
8503,Bad,72,2,-7,-7,29,100
8504,Good,64,2,-7,-7,32,-8
8505,Bad,72,5,-7,-7,82,55
8506,Bad,54,32,1,-7,77,59
8507,Good,86,7,-7,-7,13,-8
8508,Good,68,4,-7,-7,16,74
8509,Bad,67,7,-7,-7,90,40
8510,Bad,64,1,-7,-7,49,83
8511,Good,87,67,-7,-7,33,-8
8512,Good,78,2,-7,-7,58,-8
8513,Bad,82,4,41,-7,5,19
8514,Bad,60,2,3,-7,44,60
8515,Bad,65,7,-7,-7,55,52
8516,Bad,63,31,35,-7,83,40
8517,Good,69,3,-7,-7,45,81
8518,Good,65,6,25,-7,66,76
8519,Bad,63,2,-7,-7,67,91
8520,Good,71,4,44,-7,44,89
8521,Good,74,3,-7,-7,52,60
8522,Bad,68,1,45,-7,26,65
8523,Good,65,14,39,-7,27,42
8524,Bad,77,3,-7,3,31,80
8525,Bad,72,9,-7,8,23,-8
8526,Good,82,14,-7,-8,12,3
8527,Bad,88,41,-7,0,0,83
8528,Bad,72,6,-7,14,58,75
8529,Bad,71,4,-7,2,17,87
8530,Bad,70,1,41,-8,51,17
8531,Bad,82,1,-7,1,14,-8
8532,Good,76,3,35,2,2,96
8533,Good,71,9,21,8,32,89
8534,Bad,60,10,2,6,79,74
8535,Good,71,15,63,14,53,69
8536,Good,71,2,16,2,37,-8
8537,Bad,66,1,-7,0,34,-8
8538,Bad,83,3,-7,0,11,87
8539,Good,70,2,13,1,12,39
8540,Good,84,21,-7,19,24,-8
8541,Bad,66,4,-7,4,97,196
8542,Bad,61,3,18,0,68,65
8543,Bad,72,2,-7,0,68,66
8544,Bad,65,6,14,9,5,-8
8545,Good,79,3,-7,3,12,98
8546,Bad,59,18,-8,6,101,42
8547,Bad,67,3,-7,14,53,41
8548,Bad,73,4,-7,2,38,85
8549,Bad,68,8,24,4,26,83
8550,Bad,65,3,5,15,59,-8
8551,Good,69,4,77,3,45,62
8552,Good,73,1,16,0,37,3
8553,Good,77,3,-7,18,34,-8
8554,Good,81,8,-7,0,0,-8
8555,Bad,68,7,18,15,39,88
8556,Bad,61,9,19,2,81,-8
8557,Good,89,26,-7,-8,6,49
8558,Good,90,19,-7,17,4,36
8559,Bad,73,1,-7,2,78,62
8560,Good,84,5,-7,20,2,69
8561,Good,61,3,11,2,41,96
8562,Good,82,4,-7,3,3,51
8563,Bad,56,2,1,1,43,85
8564,Bad,65,1,13,2,66,72
8565,Bad,77,4,-7,1,0,95
8566,Good,74,3,-7,3,15,53
8567,Bad,65,6,30,4,23,80
8568,Good,86,7,-7,7,0,-8
8569,Good,66,7,1,3,1,11
8570,Bad,61,3,9,4,57,5
8571,Bad,64,3,-7,2,48,60
8572,Bad,70,10,15,0,32,93
8573,Bad,59,2,3,8,56,85
8574,Good,86,10,-7,-8,8,-8
8575,Good,83,12,-7,0,8,-8
8576,Bad,59,12,40,2,98,39
8577,Good,86,3,-7,7,2,-8
8578,Good,74,6,-7,8,96,92
8579,Bad,72,7,35,0,36,73
8580,Bad,76,2,-7,8,17,-8
8581,Good,64,3,-7,2,2,-8
8582,Good,74,18,-7,21,65,-8
8583,Good,57,3,0,4,90,36
8584,Good,77,5,-7,2,40,53
8585,Good,79,2,68,3,45,-8
8586,Good,83,5,-7,-8,18,-8
8587,Good,66,10,9,3,33,81
8588,Bad,67,33,27,-8,0,-8
8589,Good,80,5,-7,4,3,-8
8590,Good,91,19,-7,-8,0,-8
8591,Good,66,6,20,5,33,-8
8592,Bad,63,2,29,0,33,-8
8593,Bad,72,7,52,0,0,-8
8594,Good,89,8,-7,17,11,-8
8595,Bad,65,1,70,2,33,53
8596,Good,74,1,-7,0,22,64
8597,Good,67,11,40,0,39,90
8598,Bad,69,32,2,-8,75,40
8599,Bad,84,8,-7,8,14,-8
8600,Good,75,1,31,1,10,-8
8601,Good,76,2,-7,12,20,-8
8602,Good,80,2,-7,4,21,81
8603,Good,86,1,-7,1,3,100
8604,Bad,68,6,6,4,25,49
8605,Good,81,9,-7,3,22,91
8606,Bad,69,1,29,8,72,-8
8607,Good,69,0,21,0,0,-8
8608,Bad,60,14,12,16,68,-8
8609,Bad,65,4,-7,2,42,-8
8610,Good,65,11,22,19,71,64
8611,Good,60,7,-7,6,64,93
8612,Good,-9,-9,-9,-9,-9,-9
8613,Bad,60,7,20,1,70,56
8614,Good,85,15,-7,22,36,-8
8615,Good,63,1,1,0,16,-8
8616,Good,84,18,-7,17,12,-8
8617,Good,86,2,-7,0,5,95
8618,Bad,75,7,-7,15,36,43
8619,Good,74,3,-7,2,21,-8
8620,Good,75,1,-7,1,16,67
8621,Good,61,1,-7,2,51,60
8622,Good,80,2,-7,7,6,84
8623,Good,78,5,-7,2,11,94
8624,Good,81,1,-7,3,12,98
8625,Good,89,5,-7,5,0,-8
8626,Good,63,2,21,1,11,-8
8627,Good,91,47,-7,-8,3,-8
8628,Good,63,13,8,13,71,83
8629,Good,71,17,26,-8,60,8
8630,Bad,56,2,18,0,66,-8
8631,Good,71,14,-7,19,74,65
8632,Good,65,4,1,0,11,89
8633,Good,86,21,-7,1,0,-8
8634,Good,85,3,-7,3,10,4
8635,Good,89,22,-7,21,2,-8
8636,Good,68,12,-7,11,69,48
8637,Good,82,13,-7,12,20,88
8638,Good,89,11,-7,5,1,-8
8639,Good,85,0,-7,0,6,92
8640,Good,81,1,-7,0,13,-8
8641,Good,76,9,-7,0,37,-8
8642,Good,78,2,58,0,10,93
8643,Good,77,17,29,0,4,47
8644,Bad,80,7,-7,1,38,34
8645,Bad,65,1,11,1,24,66
8646,Good,70,0,39,20,57,-8
8647,Bad,71,22,27,1,3,23
8648,Good,83,2,55,-8,12,78
8649,Bad,70,1,-7,1,19,91
8650,Good,85,9,-7,17,5,-8
8651,Bad,87,20,-7,19,25,48
8652,Good,71,5,60,5,39,-8
8653,Good,87,8,-7,7,1,91
8654,Good,85,9,-7,8,4,-8
8655,Good,70,3,-7,8,69,77
8656,Good,84,23,-7,-8,10,-8
8657,Good,83,7,-7,4,4,-8
8658,Bad,78,3,-7,3,77,-8
8659,Good,83,3,-7,4,1,85
8660,Good,77,4,68,3,41,62
8661,Good,73,3,-7,3,13,-8
8662,Good,84,10,-7,9,0,6
8663,Good,86,3,-8,5,0,-8
8664,Good,72,2,32,0,13,63
8665,Bad,76,6,-7,0,81,70
8666,Good,71,5,-7,0,57,76
8667,Good,82,10,19,11,10,51
8668,Good,-9,-9,-9,-9,-9,-9
8669,Good,57,5,0,0,11,86
8670,Bad,61,3,33,14,48,43
8671,Good,84,12,-7,1,5,-8
8672,Good,78,35,-7,1,7,88
8673,Good,62,5,14,0,35,52
8674,Bad,72,10,36,0,4,-8
8675,Bad,69,7,-7,6,77,70
8676,Bad,65,3,-7,2,42,-8
8677,Bad,73,1,-7,0,24,80
8678,Bad,63,7,-7,0,65,62
8679,Bad,57,1,13,0,64,52
8680,Good,60,2,41,0,88,100
8681,Good,69,4,15,0,0,99
8682,Bad,66,2,16,0,-8,-8
8683,Bad,84,11,-7,0,0,86
8684,Bad,50,2,1,0,99,68
8685,Bad,68,15,-7,0,86,-8
8686,Bad,55,6,73,0,131,90
8687,Bad,59,10,3,0,105,-8
8688,Bad,56,15,4,0,33,-8
8689,Bad,73,16,-7,0,-8,-8
8690,Good,-9,-9,-9,-9,-9,-9
8691,Good,86,13,-7,0,8,-8
8692,Bad,50,7,5,0,76,-8
8693,Good,81,2,-7,0,9,88
8694,Good,80,12,23,0,1,71
8695,Bad,69,4,-7,0,53,92
8696,Bad,60,9,-7,0,67,87
8697,Bad,76,5,9,0,4,-8
8698,Bad,70,3,73,0,83,92
8699,Good,64,15,17,0,73,69
8700,Bad,57,20,13,0,0,59
8701,Bad,68,1,1,0,7,100
8702,Bad,58,2,-7,0,90,74
8703,Good,63,1,7,0,36,48
8704,Bad,70,2,80,0,77,99
8705,Bad,69,1,-8,0,40,-8
8706,Bad,71,7,-7,0,34,83
8707,Bad,67,22,1,0,34,17
8708,Bad,83,25,-7,0,35,52
8709,Bad,70,9,-7,0,57,41
8710,Bad,66,5,19,0,65,-8
8711,Bad,69,2,-7,0,79,73
8712,Bad,58,12,4,0,65,86
8713,Bad,63,1,5,0,42,-8
8714,Bad,54,1,12,0,81,-8
8715,Bad,76,14,59,0,44,-8
8716,Bad,58,2,3,0,40,79
8717,Good,61,2,58,0,99,86
8718,Good,89,15,-7,0,2,-8
8719,Bad,61,5,4,0,43,87
8720,Bad,60,13,10,0,-8,63
8721,Bad,-9,159,-7,0,-8,-8
8722,Bad,67,12,10,0,33,81
8723,Good,83,6,54,0,5,64
8724,Bad,63,12,12,0,47,100
8725,Bad,71,0,54,0,32,94
8726,Bad,55,1,10,0,87,-8
8727,Bad,88,11,-7,0,0,-8
8728,Good,85,9,-7,0,2,-8
8729,Bad,58,15,3,0,-8,-8
8730,Good,82,8,-7,0,2,85
8731,Bad,65,9,11,0,86,87
8732,Good,68,10,57,0,45,43
8733,Bad,66,9,-7,0,79,85
8734,Bad,-9,-9,-9,-9,-9,-9
8735,Bad,66,1,-7,0,42,100
8736,Bad,61,34,37,0,78,66
8737,Bad,68,2,-7,0,38,77
8738,Good,60,2,-7,0,18,-8
8739,Bad,68,5,-7,0,70,68
8740,Good,66,5,8,0,51,84
8741,Bad,71,3,-8,0,41,97
8742,Good,-9,-9,-9,-9,-9,-9
8743,Bad,64,2,-7,0,78,75
8744,Good,81,10,-7,0,0,90
8745,Bad,75,5,-7,0,64,76
8746,Bad,77,2,-7,0,25,67
8747,Bad,78,13,-7,0,37,76
8748,Good,86,16,64,0,0,-8
8749,Bad,67,2,-7,0,83,91
8750,Bad,59,3,-7,0,85,74
8751,Bad,60,13,17,-7,80,-8
8752,Bad,80,6,67,-7,1,73
8753,Good,74,7,12,-7,17,85
8754,Bad,-9,-9,-9,-9,-9,-9
8755,Bad,68,2,61,-7,107,99
8756,Good,63,5,-8,-7,56,55
8757,Bad,61,7,13,-7,18,81
8758,Bad,63,2,-7,-7,45,98
8759,Good,70,4,-7,-7,45,68
8760,Good,48,14,1,-7,77,-8
8761,Bad,70,23,45,-7,39,2
8762,Good,79,23,-7,-7,31,76
8763,Bad,72,4,-7,-7,76,-8
8764,Bad,76,2,-7,-7,0,88
8765,Bad,72,23,2,-7,0,21
8766,Good,62,11,4,-7,35,48
8767,Bad,-9,-9,-9,-9,-9,-9
8768,Bad,-9,-9,-9,-9,-9,-9
8769,Bad,-9,-9,-9,-9,-9,-9
8770,Bad,-9,-9,-9,-9,-9,-9
8771,Bad,-9,383,-7,-7,-8,-8
8772,Bad,78,13,45,-7,20,65
8773,Good,76,16,-7,-7,35,70
8774,Good,86,112,-7,-7,12,-8
8775,Bad,80,10,15,-7,7,-8
8776,Bad,70,7,13,-7,25,-8
8777,Good,82,3,-7,-7,0,99
8778,Good,82,5,54,-7,0,-8
8779,Bad,58,2,-7,-7,70,92
8780,Bad,87,18,-7,-7,0,-8
8781,Bad,63,1,16,-7,72,-8
8782,Bad,57,29,4,-7,77,60
8783,Bad,58,10,1,-7,3,68
8784,Good,70,5,-7,4,55,-8
8785,Bad,65,4,29,1,60,-8
8786,Bad,70,2,10,7,23,82
8787,Bad,68,3,16,2,52,94
8788,Bad,64,7,-7,8,64,77
8789,Good,88,15,-7,14,1,60
8790,Bad,68,4,34,2,74,88
8791,Good,79,23,12,-8,0,-8
8792,Good,72,2,-7,0,37,87
8793,Bad,65,2,4,1,21,-8
8794,Good,67,6,-7,0,25,87
8795,Good,79,1,70,9,28,26
8796,Good,-9,-9,-9,-9,-9,-9
8797,Good,81,1,-7,1,0,60
8798,Bad,70,2,-7,8,57,-8
8799,Good,77,40,15,-8,3,40
8800,Bad,79,1,-7,3,-8,30
8801,Bad,-9,-9,-9,-9,-9,-9
8802,Bad,67,12,-7,1,53,-8
8803,Good,84,36,-7,-8,18,-8
8804,Good,66,2,-7,1,33,86
8805,Good,84,9,-7,16,35,53
8806,Good,85,75,-7,-8,37,-8
8807,Bad,57,3,3,1,98,69
8808,Bad,76,1,-7,5,22,74
8809,Good,87,1,-7,11,1,53
8810,Bad,65,9,-7,1,83,82
8811,Good,68,7,47,0,42,61
8812,Bad,71,20,16,19,35,-8
8813,Bad,67,4,42,22,99,91
8814,Good,77,4,-7,6,26,86
8815,Good,89,35,-7,3,6,48
8816,Bad,65,1,2,1,24,-8
8817,Bad,70,22,7,1,15,-8
8818,Good,89,10,-7,14,2,78
8819,Bad,58,4,13,2,68,32
8820,Bad,69,8,-7,0,47,92
8821,Good,91,19,-7,19,8,-8
8822,Bad,74,9,-7,1,23,91
8823,Bad,79,5,-7,0,32,88
8824,Good,72,1,34,1,33,-8
8825,Good,66,5,-7,3,55,96
8826,Bad,65,1,8,3,60,68
8827,Bad,63,4,45,0,99,-8
8828,Good,77,7,-7,1,29,83
8829,Good,-9,-9,-9,-9,-9,-9
8830,Good,71,6,4,4,71,-8
8831,Bad,62,1,-7,1,48,94
8832,Good,64,25,18,14,52,47
8833,Good,70,2,-7,2,43,99
8834,Bad,75,3,-7,6,24,89
8835,Bad,64,1,-7,3,73,79
8836,Bad,60,12,13,11,75,-8
8837,Good,68,13,5,5,4,-8
8838,Good,86,4,-7,0,2,-8
8839,Good,80,1,-7,0,37,-8
8840,Good,70,9,17,-8,40,48
8841,Good,65,14,21,-8,12,76
8842,Good,64,5,28,1,45,90
8843,Bad,57,7,-7,0,81,85
8844,Bad,69,12,18,0,54,89
8845,Bad,70,1,-7,0,17,89
8846,Good,75,3,26,0,1,-8
8847,Good,82,2,-7,1,0,99
8848,Good,81,1,-7,0,3,87
8849,Bad,60,1,62,1,48,99
8850,Good,68,24,5,1,13,100
8851,Bad,73,3,-7,7,58,79
8852,Good,79,2,-7,2,6,90
8853,Good,72,2,0,0,1,-8
8854,Bad,86,10,-7,0,3,-8
8855,Good,82,19,-7,19,25,22
8856,Good,78,8,24,16,8,88
8857,Bad,73,9,-7,1,39,97
8858,Bad,61,23,12,2,15,-8
8859,Good,67,1,13,3,12,91
8860,Good,77,4,-7,-8,30,68
8861,Bad,72,5,-7,7,89,-8
8862,Good,74,25,25,-8,51,-8
8863,Bad,91,24,-7,22,2,-8
8864,Good,75,6,-7,0,36,-8
8865,Bad,64,4,22,0,55,92
8866,Good,71,4,83,0,49,92
8867,Bad,70,21,23,0,23,44
8868,Bad,54,9,1,0,90,81
8869,Good,66,5,-7,0,12,80
8870,Good,88,91,-7,0,6,-8
8871,Good,70,1,19,0,20,-8
8872,Good,90,13,-7,0,0,-8
8873,Bad,69,24,13,0,44,-8
8874,Bad,75,20,9,0,2,23
8875,Bad,81,1,77,0,12,67
8876,Bad,78,2,-7,0,79,54
8877,Bad,80,12,-7,0,1,84
8878,Bad,80,6,-7,0,9,50
8879,Bad,68,8,29,0,0,92
8880,Bad,58,3,4,0,104,-8
8881,Good,67,3,44,0,36,78
8882,Bad,72,2,-7,0,28,65
8883,Bad,55,1,-7,0,93,89
8884,Bad,62,3,-7,0,90,100
8885,Bad,61,1,20,0,22,65
8886,Good,68,7,25,0,76,-8
8887,Good,84,3,-7,0,14,99
8888,Bad,63,1,-8,0,81,94
8889,Bad,79,9,14,0,13,-8
8890,Bad,58,9,4,0,73,47
8891,Bad,57,5,23,0,98,89
8892,Bad,73,7,11,0,7,-8
8893,Bad,73,1,61,0,23,85
8894,Good,82,2,12,0,16,-8
8895,Bad,68,2,1,0,44,74
8896,Bad,63,7,16,0,50,100
8897,Good,72,6,-7,0,63,-8
8898,Bad,69,8,11,0,48,67
8899,Bad,57,5,-8,0,92,61
8900,Bad,61,4,5,0,64,82
8901,Good,84,4,-7,0,18,-8
8902,Good,69,3,2,0,53,58
8903,Good,79,1,39,0,22,82
8904,Bad,60,6,59,0,28,-8
8905,Bad,80,9,-7,0,44,92
8906,Bad,73,11,8,0,15,-8
8907,Bad,66,5,59,0,28,67
8908,Bad,74,6,-7,0,74,89
8909,Good,72,8,-7,0,39,82
8910,Bad,69,8,-8,0,72,96
8911,Bad,61,2,6,0,86,43
8912,Bad,56,6,7,0,100,83
8913,Bad,62,30,19,0,0,-8
8914,Bad,66,5,14,0,33,98
8915,Bad,72,13,53,0,88,86
8916,Bad,82,5,-7,0,32,75
8917,Bad,57,4,2,0,44,49
8918,Bad,64,5,55,0,92,9
8919,Bad,61,6,29,0,99,43
8920,Bad,56,2,52,0,80,95
8921,Good,-9,6,16,0,10,96
8922,Bad,56,3,3,0,13,-8
8923,Bad,66,5,-8,0,30,90
8924,Bad,72,2,40,0,47,-8
8925,Bad,72,2,-7,0,54,91
8926,Good,70,10,-7,0,69,81
8927,Bad,61,3,68,0,77,100
8928,Bad,67,13,20,0,22,70
8929,Good,61,13,4,0,75,81
8930,Good,84,29,-7,0,21,-8
8931,Good,73,3,-7,0,46,26
8932,Bad,66,17,17,0,80,-8
8933,Bad,65,2,7,0,72,100
8934,Good,88,5,-7,0,0,84
8935,Bad,69,12,32,0,83,-8
8936,Good,57,28,7,0,-8,-8
8937,Bad,67,5,-7,0,16,33
8938,Bad,89,14,-7,0,10,-8
8939,Bad,84,11,-7,0,23,83
8940,Bad,79,13,-7,0,25,93
8941,Good,81,4,-8,0,12,96
8942,Good,81,19,-7,0,16,58
8943,Good,92,76,-7,0,0,-8
8944,Bad,62,1,-8,0,30,70
8945,Bad,62,8,26,0,87,59
8946,Bad,74,8,8,0,3,80
8947,Bad,58,6,3,0,65,77
8948,Good,85,1,-7,0,5,90
8949,Good,62,4,1,0,69,66
8950,Bad,65,5,-7,0,76,78
8951,Good,67,9,-7,0,82,91
8952,Bad,61,5,23,0,101,79
8953,Bad,70,29,20,0,33,6
8954,Bad,68,4,-7,0,78,61
8955,Bad,74,6,-7,0,18,81
8956,Good,78,6,-7,0,3,63
8957,Bad,63,2,-7,0,52,82
8958,Bad,74,3,-7,0,69,33
8959,Good,91,22,-7,0,5,-8
8960,Bad,64,6,2,0,16,94
8961,Bad,56,18,8,0,-8,-8
8962,Good,82,12,-7,0,4,-8
8963,Good,73,7,23,0,34,56
8964,Good,85,12,-7,0,4,-8
8965,Bad,65,12,-7,0,40,51
8966,Bad,80,4,-7,0,2,-8
8967,Bad,66,25,-8,0,24,-8
8968,Bad,65,8,4,0,77,71
8969,Good,80,3,-7,0,22,24
8970,Bad,77,15,-7,0,50,-8
8971,Bad,52,4,11,0,82,89
8972,Bad,79,5,-7,0,55,-8
8973,Good,84,20,-7,0,19,-8
8974,Good,84,3,-8,0,8,-8
8975,Bad,79,5,-7,0,40,-8
8976,Bad,57,6,1,0,60,70
8977,Bad,65,8,-7,0,-8,66
8978,Bad,65,2,10,0,27,95
8979,Bad,62,11,23,0,68,92
8980,Bad,67,20,-7,0,68,50
8981,Good,85,6,-7,0,10,57
8982,Good,72,4,46,0,80,-8
8983,Bad,55,2,14,0,84,30
8984,Good,84,3,47,0,11,54
8985,Bad,66,6,37,0,50,-8
8986,Bad,80,17,-8,0,13,-8
8987,Bad,68,6,20,0,59,-8
8988,Bad,58,4,-7,0,71,90
8989,Good,54,20,5,0,33,33
8990,Bad,81,8,-7,0,28,92
8991,Good,79,3,-7,0,2,51
8992,Bad,74,11,20,0,33,81
8993,Bad,66,8,8,0,76,73
8994,Good,56,3,1,0,32,-8
8995,Bad,74,9,-7,0,38,88
8996,Bad,78,9,-8,0,3,54
8997,Good,89,32,-7,0,2,-8
8998,Good,68,4,-7,0,90,90
8999,Bad,64,5,-7,0,64,-8
9000,Bad,73,6,33,0,101,93
9001,Good,74,8,22,0,17,73
9002,Bad,67,1,-7,0,55,75
9003,Good,70,1,-7,0,29,45
9004,Good,66,8,38,0,100,32
9005,Good,84,1,-7,0,10,-8
9006,Good,85,4,-7,0,1,-8
9007,Bad,84,1,-8,0,6,63
9008,Good,69,12,10,0,28,47
9009,Bad,58,6,9,0,60,58
9010,Good,79,6,-7,0,9,93
9011,Bad,79,17,17,0,0,-8
9012,Good,88,17,-7,0,3,55
9013,Bad,64,3,-7,0,70,97
9014,Good,70,3,34,0,27,6
9015,Bad,60,6,1,0,50,75
9016,Bad,75,3,-7,0,57,-8
9017,Good,88,8,-7,0,0,-8
9018,Bad,77,5,50,0,29,37
9019,Bad,61,8,46,0,80,79
9020,Bad,76,4,-8,0,13,95
9021,Good,80,13,-7,0,34,72
9022,Bad,67,5,23,0,-8,77
9023,Good,65,6,29,0,46,56
9024,Bad,74,3,-8,0,48,81
9025,Good,86,22,-7,0,21,-8
9026,Good,71,7,73,0,75,99
9027,Bad,74,6,72,0,42,-8
9028,Bad,61,1,2,0,78,71
9029,Bad,64,22,7,0,-8,-8
9030,Bad,66,2,64,0,69,-8
9031,Good,77,9,-7,0,42,88
9032,Good,90,5,-7,0,2,5
9033,Bad,71,10,40,0,0,90
9034,Good,78,23,-7,0,20,-8
9035,Bad,74,0,20,0,53,93
9036,Good,80,1,-7,0,32,87
9037,Bad,74,11,23,0,7,66
9038,Bad,68,13,2,0,0,49
9039,Good,80,4,-7,0,34,-8
9040,Bad,66,10,62,0,6,95
9041,Bad,61,19,14,0,65,67
9042,Bad,55,9,7,0,69,142
9043,Good,89,4,-7,0,5,-8
9044,Good,87,8,-8,0,0,13
9045,Bad,74,0,5,0,3,-8
9046,Good,82,6,13,0,0,69
9047,Bad,57,12,2,0,72,-8
9048,Good,71,11,-8,0,42,84
9049,Bad,63,6,-7,0,51,-8
9050,Good,72,10,74,0,70,-8
9051,Good,81,5,-7,0,42,-8
9052,Good,61,3,1,0,53,82
9053,Bad,61,19,11,0,95,54
9054,Bad,79,7,-7,0,15,-8
9055,Bad,78,6,-7,0,0,89
9056,Good,55,2,3,0,36,13
9057,Good,74,6,-7,0,28,13
9058,Good,70,10,12,0,51,100
9059,Good,42,1,3,0,23,68
9060,Bad,69,1,13,0,16,95
9061,Good,66,1,38,0,47,57
9062,Bad,73,2,-7,0,21,81
9063,Good,71,7,-7,0,52,68
9064,Bad,67,3,17,0,29,-8
9065,Bad,61,40,9,0,80,24
9066,Bad,72,18,-7,0,-8,-8
9067,Good,84,7,-7,0,0,82
9068,Good,72,11,5,0,38,83
9069,Bad,57,31,6,-7,69,30
9070,Bad,63,3,12,-7,66,89
9071,Good,65,3,-7,-7,97,90
9072,Bad,56,13,7,-7,77,60
9073,Bad,72,6,-7,-7,75,-8
9074,Good,54,4,6,-7,50,98
9075,Bad,74,2,67,-7,11,-8
9076,Bad,60,19,6,-7,71,71
9077,Bad,74,4,-7,-7,47,57
9078,Bad,66,6,-7,-7,49,91
9079,Bad,61,2,2,-7,39,77
9080,Bad,64,3,-7,-7,53,99
9081,Bad,87,4,-7,-7,19,85
9082,Bad,72,8,-8,-7,67,-8
9083,Good,77,5,-7,-7,9,-8
9084,Bad,62,9,6,-7,64,11
9085,Good,82,43,-7,-7,45,71
9086,Good,74,0,51,-7,20,-8
9087,Good,57,2,1,-7,62,-8
9088,Bad,63,3,-7,-7,43,67
9089,Good,71,13,-7,-7,70,58
9090,Good,77,7,18,-7,4,53
9091,Good,73,3,-7,-7,70,79
9092,Bad,61,20,3,-7,41,-8
9093,Bad,62,9,14,-7,89,104
9094,Bad,69,32,-7,-7,-8,10
9095,Good,64,4,48,-7,62,80
9096,Bad,65,12,-7,-7,-8,92
9097,Bad,58,5,2,-7,28,54
9098,Bad,62,2,22,-7,58,82
9099,Bad,75,2,-7,-7,44,97
9100,Bad,58,3,22,-7,61,85
9101,Bad,66,2,24,-7,107,-8
9102,Bad,54,13,4,-7,87,22
